@timestamp,agent.hostname,auditd.log.AUID,auditd.log.EGID,auditd.log.EUID,auditd.log.FSGID,auditd.log.FSUID,auditd.log.GID,auditd.log.OGID,auditd.log.SGID,auditd.log.SUID,auditd.log.SYSCALL,auditd.log.UID,auditd.log.a0,auditd.log.a1,auditd.log.a2,auditd.log.a3,auditd.log.arch,auditd.log.cap_fe,auditd.log.cap_fi,auditd.log.cap_fp,auditd.log.cap_frootid,auditd.log.cap_fver,auditd.log.dev,auditd.log.epoch,auditd.log.grantors,auditd.log.inode,auditd.log.item,auditd.log.items,auditd.log.key,auditd.log.kv,auditd.log.laddr,auditd.log.lport,auditd.log.mode,auditd.log.name,auditd.log.nametype,auditd.log.nlnk-fam,auditd.log.nlnk-pid,auditd.log.op,auditd.log.proctitle,auditd.log.rdev,auditd.log.record_type,auditd.log.saddr,auditd.log.saddr_fam,auditd.log.sequence,auditd.log.ses,auditd.log.subj_apparmor,auditd.log.success,auditd.log.syscall,auditd.log.tty,auditd.log.uid,error.message,event.action,event.category,event.ingested,event.module,event.original,event.outcome,event.type,fileset.name,host.hostname,host.id,host.ip,host.mac,host.os.codename,host.os.family,host.os.kernel,host.os.name,host.os.type,host.os.version,message,network.direction,process.executable,process.executable.text,process.exit_code,process.name,process.name.text,process.parent.pid,process.pid,service.type,user.audit.id,user.effective.group.id,user.effective.id,user.effective.name,user.effective.name.text,user.filesystem.group.id,user.filesystem.id,user.group.id,user.id,user.name,user.name.text,user.owner.group.id,user.owner.id,user.saved.group.id,user.saved.id
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,305",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.752:284305): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,305",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.752:284305): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,3,7f718c5727f4,10,7fffc48e4d54,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,306",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.752:284306): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7f718c5727f4 a2=10 a3=7fffc48e4d54 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,-,0,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,306",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.752:284306): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,306",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.752:284306): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,unset,root,root,root,root,root,-,root,root,socket,root,2,80001,6,7fffc48e6ca0,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,307",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.752:284307): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=80001 a2=6 a3=7fffc48e6ca0 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,3,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,307",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.752:284307): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,307",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.752:284307): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,3,7fffc48e7080,10,4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,308",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.752:284308): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7fffc48e7080 a2=10 a3=4 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,-,0,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,308",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.752:284308): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.752",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,308",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.752:284308): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,unset,root,root,root,root,root,-,root,root,socket,root,2,80802,0,fd8360,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,295",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.748:284295): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=80802 a2=0 a3=fd8360 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,3,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,295",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.748:284295): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,295",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.748:284295): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,3,7f718c5727f4,10,7fffc48e4d54,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,296",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.748:284296): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7f718c5727f4 a2=10 a3=7fffc48e4d54 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,-,0,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,296",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.748:284296): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,296",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.748:284296): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,unset,root,root,root,root,root,-,root,root,socket,root,2,80001,6,7fffc48e6ca0,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,297",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.748:284297): arch=c000003e syscall=41 success=yes exit=3 a0=2 a1=80001 a2=6 a3=7fffc48e6ca0 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,3,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,297",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.748:284297): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,297",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.748:284297): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,unset,root,root,root,root,root,-,root,root,connect,root,3,7fffc48e7080,10,4,x86_64,-,-,-,-,-,-,-,-,-,0,"network_connect_4""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,298",4294967295,-,yes,42,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.748:284298): arch=c000003e syscall=42 success=yes exit=0 a0=3 a1=7fffc48e7080 a2=10 a3=4 items=0 ppid=179940 pid=179990 auid=4294967295 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=4294967295 comm=""python3"" exe=""/usr/bin/python3.8"" subj=? key=""network_connect_4""ARCH=x86_64 SYSCALL=connect AUID=""unset"" UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,egress,-,0,python3,python3,"179,940","179,990",auditd,4294967295,0,0,0,0,0,0,-,-,0,0,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,runc^@init,-,-,-,-,"284,298",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.748:284298): proctitle=72756E6300696E6974,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,298",-,docker-default,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.748:284298): subj_apparmor=docker-default,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,unset,www-data,www-data,www-data,www-data,www-data,-,www-data,www-data,socket,www-data,2,80802,0,1,x86_64,-,-,-,-,-,-,-,-,-,0,"T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64",-,-,-,-,-,-,-,-,-,-,-,"284,299",4294967295,-,yes,41,(none),1.12.0,-,syscall,process,auditd.log,event,auditd,"type=SYSCALL msg=audit(1666624759.748:284299): arch=c000003e syscall=41 success=yes exit=11 a0=2 a1=80802 a2=0 a3=1 items=0 ppid=238862 pid=255847 auid=4294967295 uid=33 gid=33 euid=33 suid=33 fsuid=33 egid=33 sgid=33 fsgid=33 tty=(none) ses=4294967295 comm=""apache2"" exe=""/usr/sbin/apache2"" subj=? key=""T1011_Exfiltration_Over_Other_Network_Medium""ARCH=x86_64 SYSCALL=socket AUID=""unset"" UID=""www-data"" GID=""www-data"" EUID=""www-data"" SUID=""www-data"" FSUID=""www-data"" EGID=""www-data"" SGID=""www-data"" FSGID=""www-data""",log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,11,apache2,apache2,"238,862","255,847",auditd,4294967295,33,33,33,33,33,33,-,-,33,33,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,apache2^@-DFOREGROUND,-,-,-,-,"284,299",-,-,-,-,-,1.12.0,-,proctitle,-,auditd.log,event,auditd,type=PROCTITLE msg=audit(1666624759.748:284299): proctitle=61706163686532002D44464F524547524F554E44,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
"Oct 24, 2022 @ 23:19:19.748",dvwa_web,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"284,299",-,unconfined,-,-,-,1.12.0,-,unknown[1420],-,auditd.log,event,auditd,type=UNKNOWN[1420] msg=audit(1666624759.748:284299): subj_apparmor=unconfined,log,false,dvwa_web,bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b",debian,5.15.0-52-generic,Debian GNU/Linux,Debian GNU/Linux,linux,11 (bullseye),log,/var/log/audit/audit.log,-,-,-,-,-,-,-,auditd,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,
