@timestamp,@version,@version.keyword,_id,_index,_score,agent.ephemeral_id,agent.ephemeral_id.keyword,agent.id,agent.id.keyword,agent.name,agent.name.keyword,agent.type,agent.type.keyword,agent.version,agent.version.keyword,dissect.commandslog.command,dissect.commandslog.command.keyword,dissect.commandslog.date,dissect.commandslog.date.keyword,dissect.commandslog.host-name,dissect.commandslog.host-name.keyword,dissect.commandslog.month,dissect.commandslog.month.keyword,dissect.commandslog.responsecode,dissect.commandslog.responsecode.keyword,dissect.commandslog.time,dissect.commandslog.time.keyword,dissect.commandslog.user,dissect.commandslog.user-hostaddress,dissect.commandslog.user-hostaddress.keyword,dissect.commandslog.user.keyword,dissect.commandslog.userid,dissect.commandslog.userid.keyword,ecs.version,ecs.version.keyword,event.original,event.original.keyword,host.architecture,host.architecture.keyword,host.containerized,host.hostname,host.hostname.keyword,host.id,host.id.keyword,host.ip,host.ip.keyword,host.mac,host.mac.keyword,host.name,host.name.keyword,host.os.codename,host.os.codename.keyword,host.os.family,host.os.family.keyword,host.os.kernel,host.os.kernel.keyword,host.os.name,host.os.name.keyword,host.os.platform,host.os.platform.keyword,host.os.type,host.os.type.keyword,host.os.version,host.os.version.keyword,input.type,input.type.keyword,log.file.path,log.file.path.keyword,log.offset,message,message.keyword,tags,tags.keyword
"Oct 24, 2022 @ 00:19:44.241",1,1,c-6kBYQBgB7DB3fTnlF_,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ls,ls,23,23,webserver,webserver,Oct,Oct,[0],[0],16:19:41,16:19:41,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:41 webserver wpuser: wpuser@172.17.0.1 [228]: ls [0],Oct 23 16:19:41 webserver wpuser: wpuser@172.17.0.1 [228]: ls [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"9,034",Oct 23 16:19:41 webserver wpuser: wpuser@172.17.0.1 [228]: ls [0],Oct 23 16:19:41 webserver wpuser: wpuser@172.17.0.1 [228]: ls [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:37.236",1,1,lO2kBYQBgB7DB3fTgmbo,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,sdump.py [0],sdump.py [0],16:19:37,16:19:37,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:37 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],Oct 23 16:19:37 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,954",Oct 23 16:19:37 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],Oct 23 16:19:37 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:34.235",1,1,wu2kBYQBgB7DB3fTd2Mq,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cat,cat,23,23,webserver,webserver,Oct,Oct,wordpress_2022-10-23-08.sql [1],wordpress_2022-10-23-08.sql [1],16:19:33,16:19:33,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:33 webserver wpuser: wpuser@172.17.0.1 [228]: cat wordpress_2022-10-23-08.sql [1],Oct 23 16:19:33 webserver wpuser: wpuser@172.17.0.1 [228]: cat wordpress_2022-10-23-08.sql [1],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,859",Oct 23 16:19:33 webserver wpuser: wpuser@172.17.0.1 [228]: cat wordpress_2022-10-23-08.sql [1],Oct 23 16:19:33 webserver wpuser: wpuser@172.17.0.1 [228]: cat wordpress_2022-10-23-08.sql [1],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:31.234",1,1,X-2kBYQBgB7DB3fTa1d1,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,sdump.py [130],sdump.py [130],16:19:30,16:19:30,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:30 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [130],Oct 23 16:19:30 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [130],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,777",Oct 23 16:19:30 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [130],Oct 23 16:19:30 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [130],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:28.233",1,1,IuykBYQBgB7DB3fTX3nA,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,sdump.py [0],sdump.py [0],16:19:27,16:19:27,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:27 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],Oct 23 16:19:27 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,697",Oct 23 16:19:27 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],Oct 23 16:19:27 webserver wpuser: wpuser@172.17.0.1 [228]: python3 sdump.py [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:27.228",1,1,wuykBYQBgB7DB3fTW3bX,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],16:19:21,16:19:21,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:21 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],Oct 23 16:19:21 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,570",Oct 23 16:19:21 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],Oct 23 16:19:21 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -s 1024 -l 10000 -f [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:12.221",1,1,peukBYQBgB7DB3fTIa81,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],16:19:10,16:19:10,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:10 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],Oct 23 16:19:10 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,443",Oct 23 16:19:10 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],Oct 23 16:19:10 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -s 1024 -l 10000 -f [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:19:05.217",1,1,VOukBYQBgB7DB3fTBRTX,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],16:19:01,16:19:01,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:19:01 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],Oct 23 16:19:01 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,325",Oct 23 16:19:01 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],Oct 23 16:19:01 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.22 -l 1024 -f [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:58.214",1,1,teujBYQBgB7DB3fT6gN6,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],16:18:57,16:18:57,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:57 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],Oct 23 16:18:57 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,206",Oct 23 16:18:57 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],Oct 23 16:18:57 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m ps -ip 10.0.0.21 -l 1024 -f  [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:55.211",1,1,sOujBYQBgB7DB3fT3gPS,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,hostname,hostname,23,23,webserver,webserver,Oct,Oct,-i [0],-i [0],16:18:51,16:18:51,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: hostname -i [0],Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: hostname -i [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,131",Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: hostname -i [0],Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: hostname -i [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:55.211",1,1,ruujBYQBgB7DB3fT3gPS,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m p -n 10.0.0.0 -f [130],network_scan.py -m p -n 10.0.0.0 -f [130],16:18:51,16:18:51,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [130],Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [130],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"8,022",Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [130],Oct 23 16:18:51 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [130],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:40.208",1,1,OeujBYQBgB7DB3fTpAAj,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,cd,cd,23,23,webserver,webserver,Oct,Oct,/tmp [0],/tmp [0],16:18:39,16:18:39,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:39 webserver wpuser: wpuser@172.17.0.1 [228]: cd /tmp [0],Oct 23 16:18:39 webserver wpuser: wpuser@172.17.0.1 [228]: cd /tmp [0],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"7,951",Oct 23 16:18:39 webserver wpuser: wpuser@172.17.0.1 [228]: cd /tmp [0],Oct 23 16:18:39 webserver wpuser: wpuser@172.17.0.1 [228]: cd /tmp [0],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:33.205",1,1,huqjBYQBgB7DB3fTiP_I,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,ython3,ython3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m p -n 10.0.0.0 -f [127],network_scan.py -m p -n 10.0.0.0 -f [127],16:18:29,16:18:29,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:29 webserver wpuser: wpuser@172.17.0.1 [228]: ython3 network_scan.py -m p -n 10.0.0.0 -f [127],Oct 23 16:18:29 webserver wpuser: wpuser@172.17.0.1 [228]: ython3 network_scan.py -m p -n 10.0.0.0 -f [127],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"7,736",Oct 23 16:18:29 webserver wpuser: wpuser@172.17.0.1 [228]: ython3 network_scan.py -m p -n 10.0.0.0 -f [127],Oct 23 16:18:29 webserver wpuser: wpuser@172.17.0.1 [228]: ython3 network_scan.py -m p -n 10.0.0.0 -f [127],beats_input_codec_plain_applied,beats_input_codec_plain_applied
"Oct 24, 2022 @ 00:18:33.205",1,1,iOqjBYQBgB7DB3fTiP_I,filebeat-2022.10.23,-,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,e153fdd3-0f24-41bf-8191-d6b0f9f44c44,d6edde54-4509-4d1d-a7e2-e05020d19430,d6edde54-4509-4d1d-a7e2-e05020d19430,webserver,webserver,filebeat,filebeat,8.4.3,8.4.3,python3,python3,23,23,webserver,webserver,Oct,Oct,network_scan.py -m p -n 10.0.0.0 -f [2],network_scan.py -m p -n 10.0.0.0 -f [2],16:18:32,16:18:32,wpuser:,wpuser@172.17.0.1,wpuser@172.17.0.1,wpuser:,[228]:,[228]:,8.0.0,8.0.0,Oct 23 16:18:32 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [2],Oct 23 16:18:32 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [2],x86_64,x86_64,TRUE,webserver,webserver,d3fb359aed104056a72e8b72cacbeedd,d3fb359aed104056a72e8b72cacbeedd,"172.17.0.4, 10.0.0.20","172.17.0.4, 10.0.0.20","02:42:0a:00:00:14, 02:42:ac:11:00:04","02:42:0a:00:00:14, 02:42:ac:11:00:04",webserver,webserver,bullseye,bullseye,debian,debian,5.10.16.3-microsoft-standard-WSL2,5.10.16.3-microsoft-standard-WSL2,Debian GNU/Linux,Debian GNU/Linux,debian,debian,linux,linux,11 (bullseye),11 (bullseye),log,log,/var/log/commands.log,/var/log/commands.log,"7,844",Oct 23 16:18:32 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [2],Oct 23 16:18:32 webserver wpuser: wpuser@172.17.0.1 [228]: python3 network_scan.py -m p -n 10.0.0.0 -f [2],beats_input_codec_plain_applied,beats_input_codec_plain_applied
